,prediction,test
128,39469.9275,[33400]
129,32749.6175,[29911]
130,22003.375,[21627]
131,3183.595,[1000]
132,53498.1875,[54501]
133,29485.13,[26746]
134,27236.0525,[27250]
135,43911.025,[44807]
136,12731.2575,[12329]
137,25260.955,[25391]
138,41010.9475,[41718]
139,28210.9225,[26547]
140,13454.54,[11666]
141,28077.4125,[28237]
142,31963.115,[33280]
143,39564.0425,[41754]
144,21511.465,[21440]
145,11350.0,[11350]
146,20612.44,[20999]
147,40842.185,[34387]
148,45431.2425,[44231]
149,18843.605,[14949]
150,40495.9525,[40823]
151,34682.2775,[40434]
152,28462.875,[24652]
153,25335.57,[24862]
154,31505.155,[32451]
155,36074.645,[37796]
156,21489.585,[20122]
157,23905.6425,[24977]
158,27825.8625,[27490]
159,34344.8825,[36295]
160,39054.6625,[40650]
161,42966.405,[43634]
162,41220.25,[38000]
163,25921.5875,[28140]
164,30024.3025,[29192]
165,32689.4,[34210]
166,24264.64,[23300]
167,3638.405,[400]
168,42349.1275,[40390]
169,20954.8375,[17325]
170,13285.97,[10950]
171,35661.6325,[36500]
172,12993.8675,[7000]
173,11184.0025,[10999]
174,40712.5975,[43626]
175,10165.9675,[6000]
176,28254.4475,[29452]
177,39576.5025,[39593]
178,30635.69,[32015]
179,31424.735,[30930]
180,13602.3675,[11111]
181,20305.93,[15238]
182,26661.5,[24750]
183,31328.2375,[30412]
184,41728.2575,[47187]
185,30003.0175,[30204]
186,44169.0875,[43513]
187,24645.5825,[26682]
188,23252.55,[23000]
189,29363.9825,[31016]
190,25734.37,[23000]
191,21286.33,[21510]
192,27957.9925,[31404]
193,29216.09,[29240]
194,20114.2925,[18507]
195,38450.6425,[39378]
196,25088.845,[28600]
197,37366.36,[34650]
198,37857.635,[33787]
199,25803.355,[25627]
200,4147.0275,[1200]
201,14641.8475,[11000]
202,14386.8425,[12773]
203,24285.675,[26690]
204,19337.485,[19868]
205,36303.8425,[33363]
206,12037.255,[11999]
207,37982.9525,[39152]
208,13622.39,[5555]
209,17647.865,[11465]
210,3141.5125,[2499]
211,20212.93,[19995]
212,13705.095,[13999]
213,39846.1025,[40548]
214,28730.23,[26734]
215,26213.53,[28112]
216,26429.155,[24276]
217,23049.705,[23000]
218,23000.0,[23000]
219,25763.7,[29665]
220,5722.02,[4888]
221,27005.0,[28748]
222,26762.0725,[23500]
223,28582.505,[25942]
224,38599.5625,[36551]
225,37165.86,[38810]
226,21986.4525,[21965]
227,19616.7075,[18999]
228,24822.2575,[24990]
229,33515.8475,[32747]
230,3497.135,[1000]
231,30542.31,[28916]
232,34575.2225,[46848]
233,30554.3475,[30983]
234,40342.2075,[40280]
235,42544.2075,[42650]
236,16721.245,[14117]
237,28042.1225,[29500]
238,32635.23,[34778]
239,26391.99,[24258]
240,4135.3475,[2497]
241,5971.53,[6500]
242,57812.76,[58413]
243,36717.3025,[34341]
244,35535.1825,[33951]
245,27274.4375,[27176]
246,37301.2775,[36271]
247,17690.445,[20485]
248,6483.49,[2200]
249,35385.285,[34463]
250,28057.44,[26734]
251,44524.1225,[43789]
252,45429.005,[44000]
253,20924.165,[21603]
254,32807.125,[30727]
255,31805.025,[32852]
256,20844.065,[19544]
257,20990.5375,[20999]
258,27664.9675,[27965]
259,34439.1075,[36361]
260,22379.4375,[21217]
261,24563.6775,[24439]
262,22723.89,[20799]
263,30848.5175,[32412]
264,40365.1675,[40150]
265,33108.265,[30787]
266,42577.4825,[42952]
267,3372.885,[2500]
268,20900.0375,[20144]
269,37468.745,[37749]
270,19921.1125,[28065]
271,25522.285,[25188]
272,32532.595,[34387]
273,24743.7375,[25945]
274,17103.68,[17564]
275,28992.575,[30084]
276,40624.1825,[41515]
277,40901.945,[39266]
278,33010.3375,[40818]
279,6034.905,[3600]
280,21326.63,[20999]
281,32416.6875,[32783]
282,24120.1975,[22884]
283,30876.575,[26950]
284,14690.4925,[15500]
285,16882.41,[16095]
286,11342.91,[9891]
287,23118.775,[21990]
288,28357.7275,[29670]
289,5112.0625,[4800]
290,40317.1675,[41566]
291,18605.0975,[18711]
292,30684.3225,[30614]
293,16762.5125,[15363]
294,38371.2975,[37334]
295,36531.16,[36406]
296,22210.4425,[24794]
297,27067.635,[26025]
298,22158.0275,[26137]
299,28198.1975,[28627]
300,11996.5,[11999]
301,30325.9875,[27845]
302,30822.4125,[31771]
303,26335.465,[26507]
304,12067.89,[6875]
305,35067.69,[34500]
306,19574.5175,[18815]
307,31531.11,[30775]
308,14567.3775,[16200]
309,21135.4,[21000]
310,12369.2225,[16915]
311,28021.55,[28229]
312,22165.1725,[18384]
313,14301.605,[13999]
314,8000.0,[8000]
315,12867.08,[4597]
316,36796.67,[35486]
317,34676.87,[33416]
318,29522.9425,[34835]
319,42976.415,[43900]
320,18000.0,[18000]
321,29178.2375,[34010]
322,39056.395,[45482]
323,34116.35,[34995]
324,18673.245,[16828]
325,3540.4525,[3000]
326,36205.0,[34848]
327,27418.475,[27468]
328,23719.3825,[23844]
329,25262.3325,[23500]
330,27139.085,[26242]
331,24774.6475,[23656]
332,21539.7875,[19848]
333,18981.8525,[18353]
334,30129.1325,[27965]
335,32867.115,[32646]
336,33361.1275,[31362]
337,38800.085,[39352]
338,21117.07,[23077]
339,42209.8175,[38551]
340,54900.0,[54900]
341,22697.6625,[25977]
342,42124.655,[42925]
343,8310.23,[23155]
344,28006.36,[19995]
345,4075.975,[1939]
346,45716.0925,[46200]
347,22562.125,[25248]
348,49334.2225,[53900]
349,23868.055,[23995]
350,16693.175,[7555]
351,25920.275,[26588]
352,24664.995,[22227]
353,13831.903333333335,[13999]
354,17090.8075,[6955]
355,13232.6975,[8995]
356,28822.055,[28916]
357,41628.575,[43840]
358,16765.0975,[16484]
359,24163.6925,[23502]
360,39425.1275,[39649]
361,42208.925,[45309]
362,48008.25,[56850]
363,1506.0625,[1500]
364,22438.59,[22741]
365,2090.04,[455]
366,12019.0,[11999]
367,29362.025,[24650]
368,33444.64,[34995]
369,13828.645,[10705]
370,32166.805,[32274]
371,22299.52,[22500]
372,43906.4025,[42851]
373,27409.3875,[24871]
374,3700.0,[8200]
375,24858.5325,[23522]
376,39603.475,[41150]
377,40655.715,[47450]
378,21969.3175,[21818]
379,20416.1,[20309]
380,3703.0,[3700]
381,27367.5875,[26857]
382,36976.21,[36360]
383,17707.155,[17869]
384,34198.3225,[34073]
385,12005.7525,[11999]
386,34502.77,[31111]
387,42351.835,[43400]
388,23453.39,[23294]
389,12439.285,[6000]
390,16140.06,[12765]
391,2616.1825,[1999]
392,37309.665,[40301]
393,20408.4675,[20296]
394,20959.5825,[21217]
395,29740.46,[28401]
396,38319.48,[36177]
397,15189.86,[13220]
398,30911.6325,[32207]
399,26560.12,[27327]
400,41156.65,[40243]
401,20111.8725,[20735]
402,41711.3675,[43400]
403,33591.8525,[33650]
404,28295.035,[27000]
405,24315.0,[24724]
406,21379.9175,[21026]
407,22377.255,[22270]
408,23000.0,[18000]
409,6719.3575,[3700]
410,30277.785,[50567]
411,21730.4225,[18912]
412,35339.9825,[32765]
413,31696.92,[35371]
414,2625.3875,[1400]
415,25742.5725,[11800]
416,23700.4975,[23457]
417,17804.3625,[13469]
418,49909.81,[49500]
419,28655.445,[29665]
420,39845.5275,[45000]
421,15905.5775,[23659]
422,27941.47,[27098]
423,26236.87,[25539]
424,16785.93,[26573]
425,22790.385,[20487]
426,43201.9275,[43500]
427,35112.8125,[31879]
428,41880.965,[44150]
429,12001.5,[11999]
430,27194.545,[16200]
431,20302.2075,[20382]
432,32363.725,[31716]
433,13338.295,[11999]
434,38388.225,[38835]
435,38548.2275,[36790]
436,12568.4025,[18144]
437,39762.0275,[40633]
438,24985.5725,[23500]
439,30427.9275,[27511]
440,4523.6975,[3999]
441,38966.98,[40752]
442,4061.25,[3650]
443,37875.065,[40641]
444,15318.145,[19161]
445,24927.0325,[26327]
446,52096.6025,[54500]
447,26121.1,[23065]
448,29737.2775,[29937]
449,28395.29,[32275]
450,32032.095,[31280]
451,34444.0,[34444]
452,15344.6775,[14955]
453,31476.555,[30470]
454,23253.395,[23000]
455,22103.525,[21966]
456,1890.9525,[1400]
457,11133.3925,[10999]
458,49369.0625,[49500]
459,21044.18,[19814]
460,21662.4,[19762]
461,23916.0075,[22723]
462,34504.52,[36331]
463,10771.6575,[10383]
464,39079.9425,[39725]
465,21817.7725,[19995]
466,8785.0275,[9421]
467,29273.7125,[29525]
468,37852.22,[37663]
469,36208.3575,[40800]
470,37698.525,[39372]
471,32869.4775,[34709]
472,34680.945,[32000]
473,34546.3175,[32096]
474,46385.7825,[39021]
475,37712.56,[39889]
476,26489.2225,[26752]
477,55382.88,[54500]
478,25396.9,[26265]
479,41603.5825,[44192]
480,27759.9325,[24780]
481,11350.0,[11350]
482,15653.5575,[10000]
483,18770.1625,[18000]
484,34985.6475,[34474]
485,13690.1725,[20475]
486,44963.26,[49792]
487,34808.465,[30067]
488,3854.2325,[3500]
489,11053.6025,[10999]
490,2119.405,[1000]
491,27716.7775,[26500]
492,23577.5925,[26622]
493,21206.89,[21096]
494,40300.49,[39226]
495,16474.875,[9499]
496,32828.0,[32250]
497,11358.0625,[14457]
498,35157.7775,[31305]
499,23230.845,[23293]
500,49512.295,[50500]
501,30954.8775,[27435]
502,31250.515,[30322]
503,21198.555,[18356]
504,8638.47,[5000]
505,22729.05,[27678]
506,27596.495,[28186]
507,23495.03,[23436]
508,50836.1125,[47459]
509,23839.7275,[23696]
510,802.5,[550]
511,30288.0025,[32334]
512,24067.1025,[24125]
513,41110.6625,[41187]
514,21696.205,[23267]
515,34885.7075,[33349]
516,21330.265,[22000]
517,32781.335,[32228]
518,32246.555,[37694]
519,23182.8,[24472]
520,12927.36,[25770]
521,29291.7325,[28400]
522,4585.98,[1555]
523,32944.39,[33490]
524,23406.7725,[23336]
525,32086.78,[30109]
526,12838.4975,[11174]
527,26600.415,[26160]
528,34497.75,[34444]
529,20682.755,[20623]
530,11016.5,[10999]
531,32508.2,[31853]
532,33732.3375,[31156]
533,18554.0325,[16682]
534,41507.32,[40714]
535,18569.41,[15600]
536,33305.5475,[34888]
537,21870.725,[20974]
538,21346.3775,[21512]
539,40497.1525,[39738]
540,35307.495,[32020]
541,15336.31,[16199]
542,39556.4275,[37387]
543,2878.6825,[2500]
544,29959.505,[31222]
545,19655.015,[14122]
546,45487.235,[44804]
547,36537.8075,[43456]
548,28751.215,[24500]
549,41301.7125,[45127]
550,22452.03,[23250]
551,11941.5,[11999]
552,20795.425,[21286]
553,29168.275,[29499]
554,33192.0225,[32855]
555,28706.185,[27400]
556,20596.5925,[19995]
557,38400.455,[38910]
558,22279.735,[22334]
559,22959.8475,[22372]
560,35003.95,[34388]
561,3028.115,[1100]
562,32658.39,[26877]
563,33248.5525,[34427]
564,27772.52,[28615]
565,25724.7825,[24044]
566,25520.28,[33276]
567,31794.555,[39497]
568,32488.75,[33063]
569,30641.11,[34500]
570,37219.8,[37393]
571,10998.3425,[21390]
572,37379.0875,[38269]
573,38503.3875,[35170]
574,33008.3175,[42500]
575,40431.0025,[38381]
576,32327.7675,[30512]
577,16125.2675,[14708]
578,19810.1675,[18819]
579,19694.65,[18344]
580,34426.9,[36405]
581,34821.62,[38204]
582,18632.3425,[19000]
583,38807.4875,[42543]
584,32043.01,[35222]
585,44136.095,[44703]
586,34001.7675,[33508]
587,45227.32,[39734]
588,22274.1175,[22530]
589,16856.495,[7997]
590,34780.235,[35446]
591,22336.6525,[22202]
592,31809.3075,[37605]
593,38718.555,[46750]
594,37301.4225,[39404]
595,24994.2425,[25214]
596,26492.5675,[12995]
597,36878.16,[36800]
598,33875.7275,[33969]
599,21055.5925,[20135]
600,21328.225,[19848]
601,22532.4425,[31031]
602,24751.1,[24618]
603,30921.615,[27390]
604,34500.7575,[34444]
605,56178.805,[56600]
606,18795.3375,[18293]
607,28964.6725,[30567]
608,33842.3025,[33318]
609,24114.0775,[21600]
610,11240.85,[10098]
611,24667.825,[24534]
612,39105.9825,[39877]
613,22573.4725,[19725]
614,12092.99,[17200]
615,30590.9875,[27844]
616,20507.0025,[20664]
617,19856.295,[18217]
618,35988.135,[37562]
619,28970.3075,[27447]
620,18902.3825,[35085]
621,11999.0,[11999]
622,31728.205,[41328]
623,38053.3875,[67939]
624,6908.5925,[999]
625,4317.515,[1999]
626,2950.1775,[2797]
627,2480.5825,[2700]
628,5159.4,[5390]
629,16010.4075,[17246]
630,16617.6475,[16450]
631,28863.5125,[28537]
632,20096.0175,[17786]
633,16988.0875,[18773]
634,36459.0625,[36298]
635,48135.12,[49817]
636,3352.56,[499]
637,21878.105,[21848]
638,26031.5325,[25111]
639,43087.3575,[44400]
640,41542.9675,[42403]
641,27835.955,[33575]
642,16996.985,[16508]
643,19257.8,[12995]
644,24758.395,[24799]
645,31501.2,[30620]
646,11031.535,[10999]
647,22514.365,[23276]
648,25170.01,[24995]
649,20436.4775,[21270]
650,16516.0075,[23408]
651,8241.255,[6995]
652,20578.8425,[23018]
653,27714.9325,[29589]
654,25999.125,[24481]
655,26764.0975,[25572]
656,11950.0,[11950]
657,19762.4,[19264]
658,25914.15,[23698]
659,19207.52,[23712]
660,38006.12,[38655]
661,23170.565,[23831]
662,26209.6475,[26235]
663,30103.83,[30942]
664,28006.65,[27752]
665,29059.3175,[30090]
666,27577.05,[25472]
667,27224.6525,[32119]
668,24557.8125,[23593]
669,32316.7825,[32852]
670,32488.18,[31752]
671,19096.07,[14444]
672,11269.75,[10999]
673,10028.1025,[12997]
674,16845.6325,[14925]
675,21085.415,[21882]
676,43040.5675,[43126]
677,30714.925,[32256]
678,24859.6675,[25389]
679,20396.8175,[21622]
680,22831.905,[25000]
681,37283.45,[34500]
682,28897.8525,[29250]
683,23138.7325,[23437]
684,40882.045,[40349]
685,26752.4775,[32525]
686,19059.1375,[18729]
687,27869.9525,[29001]
688,47193.6175,[49525]
689,33919.5875,[31939]
690,28488.18,[29220]
691,28588.935,[30275]
692,6510.1325,[997]
693,25053.62,[24140]
694,2012.955,[2370]
695,22168.575,[20994]
696,21058.4175,[21048]
697,33066.0325,[40290]
698,26628.24,[27327]
699,23875.785,[24230]
700,20444.3975,[20748]
701,44841.78,[46409]
702,23189.22,[26059]
703,21559.4825,[20295]
704,22015.2975,[22342]
705,2669.5875,[2753]
706,21102.755,[21151]
707,26049.48,[24300]
708,7587.9825,[1400]
709,39151.06,[40437]
710,21600.1125,[19774]
711,53938.3975,[55444]
712,23956.435,[24360]
713,20032.015,[17625]
714,67851.92,[73500]
715,16414.63,[11877]
716,61763.9275,[62100]
717,21187.5425,[17066]
718,14501.695,[12112]
719,46443.7575,[47466]
720,40528.8675,[40380]
721,40460.4475,[42712]
722,44834.5375,[46500]
723,16035.9075,[16000]
724,28872.12,[33500]
725,36031.8275,[35579]
726,10211.08,[7000]
727,22320.16,[21374]
728,30152.26,[29522]
729,15700.1425,[4597]
730,21553.0725,[25005]
731,27250.2425,[26665]
732,26921.385,[27661]
733,25126.2575,[26834]
734,27104.44,[27935]
735,5344.0375,[9460]
736,26681.7075,[27641]
737,24374.6375,[21973]
738,46089.8575,[47175]
739,38023.58,[42500]
740,30702.335,[31162]
741,29996.4525,[28473]
742,38860.2775,[40257]
743,5899.2375,[5997]
744,21533.6225,[20315]
745,27626.94,[26094]
746,24581.9975,[22267]
747,22183.4375,[22350]
748,15990.0,[16000]
749,25956.3775,[24750]
750,34252.3525,[34444]
751,39830.65,[40144]
752,33792.5775,[45465]
753,27217.0775,[26488]
754,5012.3,[3582]
755,20181.1225,[17140]
756,44715.3,[42902]
757,19492.6475,[6666]
758,22770.2225,[22119]
759,38129.265,[36698]
760,32469.105,[32300]
761,39064.45,[38460]
762,26741.965,[28283]
763,2159.25,[555]
764,27249.025,[27777]
765,28655.61,[25500]
766,22977.75,[21430]
767,37393.5925,[31438]
768,10827.8175,[16500]
769,8539.85,[7350]
770,32243.8425,[35000]
771,23643.26,[23290]
772,22158.3925,[22260]
773,24196.7075,[24732]
774,26981.7875,[25615]
775,7574.6525,[7739]
776,37890.39,[39326]
777,40253.065,[43400]
778,17539.0375,[10000]
779,4184.675,[944]
780,22856.505,[21270]
781,36896.5725,[36190]
782,25174.9275,[24263]
783,26136.8825,[24750]
784,47997.4625,[51370]
785,40611.6725,[39900]
786,19518.555,[19405]
787,27785.8875,[35000]
788,21017.7725,[20665]
789,15639.865,[11475]
790,30493.985,[29323]
791,21272.7825,[20856]
792,27960.2475,[28076]
793,11626.245,[7555]
794,42335.9,[38164]
795,28559.0275,[31217]
796,26956.5025,[25840]
797,35553.28,[35082]
798,51633.22,[52250]
799,24610.4,[26876]
800,32681.66,[34129]
801,10558.0025,[9002]
802,19881.3925,[23950]
803,28897.555,[30082]
804,28465.025,[30180]
805,21456.495,[22137]
806,38011.295,[39295]
807,45479.36,[50750]
808,25359.2625,[28815]
809,25540.945,[20905]
810,40753.165,[44400]
811,2488.6575,[3459]
812,24071.8225,[23256]
813,30822.05,[31648]
814,34821.095,[32032]
815,26313.7075,[21798]
816,39849.3,[43963]
817,30483.9125,[26000]
818,26640.475,[29405]
819,17518.1625,[14703]
820,36745.27,[36763]
821,33663.7275,[35738]
822,43831.8025,[44000]
823,2729.59,[1000]
824,16524.155,[16263]
825,16528.445,[15407]
826,18974.3975,[19557]
827,23071.4475,[22771]
828,27530.285,[25478]
829,20491.1525,[28501]
830,19419.435,[18830]
831,14526.045,[22015]
832,22992.77,[21426]
833,38599.3725,[36500]
834,32294.17,[32225]
835,45493.4925,[47377]
836,26349.0375,[26477]
837,35559.04,[40471]
838,11350.0,[11350]
839,35486.895,[36852]
840,26277.99,[25969]
841,27805.0375,[27600]
842,22095.6975,[24313]
843,2222.04,[1999]
844,43219.6125,[45000]
845,21528.3825,[21187]
846,34482.44,[34888]
847,4436.55,[2670]
848,17835.9725,[12471]
849,38960.6825,[41655]
850,45349.92,[45050]
851,27152.545,[29728]
852,33352.5,[29500]
853,11986.5,[11999]
854,24168.6475,[21724]
855,7688.0475,[2500]
856,21031.6375,[20999]
857,19936.8975,[20757]
858,21097.0975,[20529]
859,45658.375,[45050]
860,34179.38,[31196]
861,6182.7175,[4500]
862,11511.2075,[13800]
863,37675.3425,[38470]
864,39144.6725,[46343]
865,11361.7275,[10999]
866,33510.0025,[34000]
867,20893.005,[17738]
868,18747.5125,[17501]
869,22670.085,[9555]
870,27572.5025,[25687]
871,18835.895,[19390]
872,20224.255,[20423]
873,12939.9425,[11866]
874,13930.4175,[14089]
875,12052.58,[11999]
876,25449.94,[26659]
877,35827.45,[36820]
878,17147.1975,[16483]
879,26883.655,[27374]
880,22767.9125,[27222]
881,20076.285,[20101]
882,39036.245,[38318]
883,27476.4075,[27264]
884,16659.1,[16167]
885,27332.8825,[29722]
886,26276.335,[22984]
887,16000.0,[16000]
888,21013.3375,[21539]
889,21021.44,[25500]
890,19344.3525,[17540]
891,10509.0,[11979]
892,37067.9,[37785]
893,43601.305,[41656]
894,16078.3125,[15000]
895,32473.8025,[30525]
896,26379.675,[23529]
897,34708.0425,[32663]
898,35074.72,[36405]
899,44204.3675,[45166]
900,22332.255,[21922]
901,18151.325,[18000]
902,17877.6525,[18043]
903,20173.58,[19786]
904,6485.09,[4684]
905,22801.64,[20294]
906,5013.22,[3000]
907,21634.54,[22748]
908,27138.6175,[27426]
909,18519.0125,[17393]
910,35986.4775,[31757]
911,35937.9025,[35930]
912,25742.8675,[28434]
913,30710.55,[33255]
914,43957.94,[47366]
915,13631.5375,[11111]
916,7255.47,[10150]
917,39064.555,[39346]
918,32043.4925,[34637]
919,13226.6275,[12500]
920,31368.71,[37688]
921,17160.6425,[22800]
922,13982.755,[21271]
923,20810.62,[22335]
924,11950.0,[11950]
925,40359.685,[40876]
926,28123.745,[29451]
927,18967.55,[26328]
928,2430.3175,[1000]
929,23047.915,[22684]
930,11911.565,[15224]
931,18938.4225,[24158]
932,41222.9825,[39659]
933,29340.85,[30940]
934,20811.01,[21114]
935,21881.2025,[23358]
936,22608.7425,[21601]
937,27832.235,[28000]
938,14509.635,[15239]
939,43047.1175,[46177]
940,21783.2875,[21150]
941,38312.92,[35795]
942,15413.785,[14565]
943,26640.0275,[25972]
944,15796.9475,[15919]
945,39393.4675,[40450]
946,20085.73,[17510]
947,21199.13,[20000]
948,12076.5,[11999]
949,24147.4625,[16674]
950,38082.2975,[41179]
951,14004.5,[13999]
952,12277.525,[11851]
953,20902.16,[20610]
954,12047.035,[11999]
955,29504.7525,[30633]
956,20708.7225,[20934]
957,23748.275,[23649]
958,39137.405,[37400]
959,25887.485,[22493]
960,28967.36,[30352]
961,34385.5075,[29841]
962,16567.655,[13999]
963,24073.2275,[24288]
964,39702.775,[38829]
965,35435.33,[33861]
966,21067.625,[18259]
967,38943.345,[39099]
968,35700.1725,[35253]
969,28994.525,[29491]
970,28429.605,[31171]
971,21696.3775,[26390]
972,26322.185,[17394]
973,32856.85,[32734]
974,2702.6775,[2464]
975,54792.8625,[54000]
976,21185.3575,[21482]
977,24241.05,[26541]
978,22265.0575,[22336]
979,22256.2975,[21874]
980,38404.1425,[38250]
981,37817.97,[37043]
982,23601.7425,[21258]
983,31030.245,[30064]
984,23701.23,[22525]
985,42954.8675,[41900]
986,2668.64,[2906]
987,24848.79,[26000]
988,23449.4125,[24414]
989,19674.04,[26126]
990,28910.9675,[30315]
991,11996.5,[11999]
992,55642.7125,[59444]
993,11999.0,[11999]
994,28822.255,[22900]
995,23511.415,[20170]
996,40361.145,[48400]
997,25431.405,[24780]
998,36552.21,[36125]
999,31938.25,[26500]
1000,33185.755,[29708]
1001,37850.7875,[37368]
1002,38527.535,[38675]
1003,37071.045,[38114]
1004,17467.6925,[18785]
1005,6519.35,[3599]
1006,21772.7025,[21463]
1007,27723.79,[25981]
1008,19449.415,[19978]
1009,41298.775,[39940]
1010,39527.5925,[40233]
1011,39751.535,[40076]
1012,31468.72,[31183]
1013,10145.63,[11648]
1014,25028.9775,[28135]
1015,40722.3,[38343]
1016,41662.07,[44400]
1017,13452.7525,[8500]
1018,30713.7125,[29750]
1019,23085.7775,[23907]
1020,30204.5975,[30156]
1021,23871.185,[24851]
1022,21229.1325,[20999]
1023,35351.16,[40596]
1024,25719.1325,[19808]
1025,27321.41,[26912]
1026,27162.7425,[26983]
1027,32596.0125,[34983]
1028,31223.1,[30647]
1029,28795.875,[32671]
1030,36963.78,[37539]
1031,24656.645,[24289]
1032,47800.0225,[49320]
1033,28804.43,[27392]
1034,25177.9775,[25277]
1035,37123.685,[42507]
1036,25911.4,[25313]
1037,16241.7125,[27223]
1038,16096.4625,[12483]
1039,42000.0,[42000]
1040,42564.435,[44400]
1041,26759.935,[28209]
1042,2613.0075,[1197]
1043,21683.06,[21508]
1044,23458.0125,[22015]
1045,20980.5825,[21505]
1046,36242.29,[33471]
1047,21033.005,[21404]
1048,18455.905,[12000]
1049,18135.46,[17188]
1050,43314.1925,[43168]
1051,27355.0,[26265]
1052,32878.975,[32352]
1053,32763.04,[33324]
1054,32140.9625,[31022]
1055,6608.4375,[6000]
1056,28508.1125,[32458]
1057,31973.5125,[31970]
1058,26349.3725,[21374]
1059,53240.355,[52777]
1060,24005.675,[23888]
1061,20530.7375,[19941]
1062,25834.6675,[24023]
1063,18812.6425,[6495]
1064,12369.8325,[11999]
1065,43226.2125,[44557]
1066,43117.87,[41992]
1067,23810.36,[24021]
1068,19162.9675,[18005]
1069,21904.9675,[20999]
1070,33551.8775,[33224]
1071,13610.1975,[13999]
1072,26218.7625,[25052]
1073,21173.525,[20476]
1074,27138.01,[32300]
1075,41689.2925,[42500]
1076,10125.0,[10000]
1077,7541.6825,[6250]
1078,22572.7975,[20315]
1079,56392.0725,[63533]
1080,19297.1275,[18732]
1081,21449.485,[10730]
1082,40178.2025,[39974]
1083,34704.96,[38150]
1084,25238.3175,[21253]
1085,13698.9425,[30940]
1086,26795.815,[28692]
1087,34585.05,[37409]
1088,37034.905,[36563]
1089,16247.9825,[11999]
1090,38621.12,[39034]
1091,27994.195,[26469]
1092,36860.2425,[41860]
1093,15777.11,[14790]
1094,22911.6325,[23000]
1095,2252.935,[3997]
1096,16534.085,[19500]
1097,22956.3775,[26406]
1098,34798.9075,[34620]
1099,34836.8425,[35555]
1100,41076.765,[43900]
1101,40790.98,[41000]
1102,24904.6125,[25267]
1103,35264.93,[33140]
1104,24370.85,[23266]
1105,36799.6,[37527]
1106,18782.19,[19160]
1107,14144.21,[11659]
1108,26030.9225,[24498]
1109,49377.84,[55000]
1110,29170.955,[29550]
1111,29690.195,[29644]
1112,37183.2825,[36850]
