,Sale_Price,List_Price,Pct_of_List,Book_Value,Model_Year,Odometer,Wheelbase_Size,Gear_Ratio,Num_Axles,Num_Wheels,Rear_Axle_Weight,front_axle_wt,Horsepower,Engine_RPM,eng_est_life
28,36910,37000.0,1.002438364,36560.43,2013.0,566844.0,175,2.47,3.0,10.0,40000.0,12000.0,455.0,1800.0,850000.0
29,35875,31000.0,0.864111498,32088.53,2013.0,653560.0,213,0.0,3.0,10.0,40000.0,13200.0,450.0,2100.0,850000.0
30,39612,34650.0,0.874734929,34592.54,2013.0,613586.0,230,2.47,3.0,10.0,40000.0,12000.0,455.0,1800.0,850000.0
31,32427,34200.0,1.054676658,32047.41,2013.0,79415.0,291,5.57,2.0,6.0,21000.0,12000.0,230.0,2200.0,240000.0
32,37952,35700.0,0.940661889,54202.41,2013.0,84300.0,291,5.57,2.0,6.0,21000.0,12000.0,230.0,2200.0,240000.0
33,27629,27000.0,0.977234066,19708.17,2013.0,62426.0,150,4.55,2.0,6.0,14550.0,6830.0,215.0,2500.0,200000.0
34,40732,26500.0,0.650594128,35712.07,2014.0,708356.0,247,2.64,3.0,10.0,40000.0,13300.0,488.0,1800.0,850000.0
35,43590,43590.0,1.0,41683.58,2014.0,496046.0,213,3.55,3.0,10.0,40000.0,13200.0,450.0,2100.0,850000.0
36,25233,21500.0,0.852058812,24953.54,2013.0,110342.0,150,4.55,2.0,6.0,14550.0,6830.0,215.0,2500.0,200000.0
37,37514,39000.0,1.039611878,45411.19,2013.0,428617.0,162,3.42,2.0,6.0,23000.0,12500.0,450.0,1800.0,700000.0
38,37635,39500.0,1.049554936,48587.06,2013.0,416491.0,0,3.42,2.0,6.0,23000.0,12500.0,450.0,1800.0,700000.0
39,37183,39000.0,1.048866417,36200.69,2013.0,441723.0,160,3.42,2.0,6.0,23000.0,12500.0,450.0,1800.0,700000.0
40,37828,39500.0,1.044200063,43510.75,2013.0,397249.0,0,3.42,2.0,6.0,23000.0,12500.0,450.0,1800.0,700000.0
41,37732,39500.0,1.046856779,37382.51,2013.0,406825.0,162,3.42,2.0,6.0,23000.0,12500.0,450.0,1800.0,700000.0
42,37445,39000.0,1.041527574,44952.88,2013.0,435459.0,162,3.42,2.0,6.0,23000.0,12500.0,450.0,1800.0,700000.0
43,26914,14900.0,0.553615219,26534.72,2013.0,213055.0,150,5.12,2.0,6.0,14550.0,6830.0,215.0,2500.0,200000.0
44,33070,22000.0,0.665255519,29147.86,2014.0,657973.0,179,3.73,3.0,10.0,46000.0,13300.0,475.0,1800.0,850000.0
45,53183,49000.0,0.921347047,30359.2,2014.0,277666.0,265,4.88,3.0,10.0,40000.0,12000.0,350.0,2000.0,280000.0
46,36131,33000.0,0.913343113,32728.42,2013.0,135863.0,132,5.12,2.0,6.0,14550.0,6830.0,215.0,2500.0,200000.0
47,20010,7250.0,0.362318841,33001.34,2014.0,715299.0,178,3.36,3.0,10.0,40000.0,12000.0,425.0,1750.0,850000.0
48,28400,15000.0,0.528169014,19731.06,2014.0,372730.0,270,3.91,2.0,6.0,17500.0,10000.0,240.0,2300.0,240000.0
49,17710,14405.0,0.81338227,15540.93,2013.0,123797.0,158,4.1,2.0,6.0,8500.0,4600.0,255.0,4500.0,120000.0
50,43837,28500.0,0.65013573,42007.34,2014.0,516313.0,179,3.55,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
51,29121,26000.0,0.892826483,28741.41,2014.0,784499.0,230,3.55,3.0,10.0,40000.0,13300.0,450.0,1800.0,850000.0
52,23551,23000.0,0.976603966,23272.26,2013.0,143984.0,150,4.55,2.0,6.0,14550.0,6830.0,215.0,2500.0,200000.0
53,20294,17950.0,0.884497881,20014.83,2013.0,178784.0,176,4.55,2.0,6.0,14550.0,6830.0,215.0,2500.0,200000.0
54,53000,50250.0,0.948113208,38095.82,2014.0,441048.0,230,3.42,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
55,21354,12000.0,0.561955606,16697.92,2013.0,137925.0,150,4.55,2.0,6.0,14550.0,6830.0,215.0,2500.0,200000.0
56,29537,28500.0,0.964891492,29158.25,2014.0,330570.0,286,5.22,2.0,6.0,17500.0,10000.0,260.0,2300.0,240000.0
57,16971,10000.0,0.589240469,16691.85,2014.0,222623.0,150,4.55,2.0,6.0,14550.0,6830.0,215.0,2500.0,200000.0
58,45788,44000.0,0.960950467,33761.59,2014.0,571080.0,230,3.55,3.0,10.0,40000.0,12000.0,455.0,1800.0,850000.0
59,25232,23500.0,0.931357007,24953.63,2013.0,110356.0,150,4.55,2.0,6.0,14550.0,6830.0,215.0,2500.0,200000.0
64,18890,13500.0,0.714663843,18510.7,2012.0,343621.0,270,5.29,2.0,6.0,17500.0,10000.0,240.0,2300.0,240000.0
65,12706,5500.0,0.432866362,20184.9,2011.0,815481.0,234,3.58,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
96,29230,29230.0,1.0,23608.19,2008.0,238500.0,174,3.73,3.0,10.0,40000.0,12000.0,455.0,1800.0,850000.0
97,26667,25000.0,0.937488281,24429.65,2011.0,494440.0,213,3.55,3.0,10.0,40000.0,13200.0,450.0,2100.0,850000.0
98,20999,2900.0,0.138101814,31501.29,2012.0,204921.0,175,3.36,3.0,10.0,40000.0,12000.0,430.0,1700.0,850000.0
99,20999,2905.0,0.138339921,35009.0,2012.0,343594.0,175,3.36,3.0,10.0,40000.0,12000.0,430.0,1700.0,850000.0
100,28305,26500.0,0.936230348,24139.98,2008.0,284755.0,174,3.73,3.0,10.0,40000.0,12000.0,455.0,1800.0,850000.0
101,36144,39144.0,1.083001328,31845.79,2012.0,417783.0,185,3.55,3.0,10.0,40000.0,12000.0,450.0,1800.0,750000.0
102,29292,27750.0,0.94735764,28912.7,2012.0,109600.0,217,5.57,2.0,6.0,19000.0,10000.0,215.0,2200.0,240000.0
103,11999,2405.0,0.200433369,16357.33,2012.0,144465.0,146,3.58,2.0,6.0,23000.0,12000.0,330.0,1700.0,700000.0
104,19912,3500.0,0.175773403,6796.39,2005.0,102921.0,252,4.11,2.0,6.0,21000.0,12000.0,210.0,2200.0,280000.0
105,35418,17750.0,0.501157604,15038.3,2012.0,239635.0,215,4.88,2.0,6.0,19000.0,10000.0,240.0,2300.0,240000.0
106,69900,47500.0,0.679542203,59528.05,2011.0,819945.0,146,7.17,3.0,10.0,40000.0,12000.0,250.0,2300.0,300000.0
109,22444,13000.0,0.579219391,22164.84,2011.0,128164.0,217,5.57,2.0,6.0,21000.0,12000.0,230.0,2200.0,280000.0
110,52040,47356.0,0.909992314,39299.04,2011.0,281209.0,264,3.58,3.0,10.0,40000.0,12000.0,270.0,2000.0,280000.0
111,13151,4050.0,0.307961372,12546.69,2011.0,182381.0,176,5.57,2.0,6.0,14550.0,7270.0,205.0,2400.0,200000.0
112,29834,17500.0,0.586579071,26256.56,2012.0,208671.0,254,5.57,2.0,6.0,19000.0,10000.0,215.0,2200.0,240000.0
113,3500,2700.0,0.771428571,2380.0,2011.0,57488.0,114,4.2,2.0,4.0,2832.0,2480.0,136.0,6000.0,0.0
114,34590,20000.0,0.578201792,32722.5,2012.0,160158.0,272,4.88,3.0,10.0,40000.0,12000.0,310.0,2000.0,280000.0
115,42400,25000.0,0.589622642,23865.04,2012.0,187892.0,270,5.29,2.0,6.0,17500.0,10000.0,240.0,2300.0,240000.0
116,42500,38250.0,0.9,35376.48,2011.0,208677.0,150,5.57,2.0,6.0,14550.0,7270.0,205.0,2400.0,200000.0
117,39159,32800.0,0.837610766,20807.61,2012.0,144704.0,204,5.29,2.0,6.0,17500.0,10000.0,240.0,2300.0,240000.0
118,35434,32600.0,0.92002032,29693.15,2012.0,403278.0,185,3.55,3.0,10.0,40000.0,12000.0,450.0,1800.0,750000.0
119,25209,23500.0,0.932206752,24929.41,2012.0,124742.0,217,5.57,2.0,6.0,21000.0,12000.0,230.0,2200.0,280000.0
120,39179,32000.0,0.816764083,34430.19,2012.0,552523.0,234,3.36,3.0,10.0,40000.0,12000.0,475.0,1800.0,850000.0
121,4000,500.0,0.125,3386.89,2004.0,144972.0,137,3.73,2.0,4.0,6830.0,4400.0,325.0,3300.0,200000.0
122,8257,1200.0,0.145331234,3354.24,2007.0,92931.0,0,0.0,2.0,4.0,5356.0,3857.0,135.0,1200.0,150000.0
123,32646,26000.0,0.796422226,27758.75,2012.0,281038.0,240,3.9,2.0,6.0,17500.0,10000.0,240.0,2300.0,240000.0
124,33634,23500.0,0.698697746,32210.88,2012.0,323316.0,234,3.42,2.0,6.0,23000.0,12000.0,488.0,1800.0,850000.0
125,18560,17405.0,0.937769397,17843.63,2011.0,90473.0,170,3.92,2.0,4.0,5360.0,3970.0,188.0,3800.0,200000.0
126,24140,22000.0,0.911350456,22774.62,2011.0,143047.0,272,5.13,2.0,6.0,19000.0,10000.0,230.0,2200.0,240000.0
127,26690,13500.0,0.505807419,26310.9,2011.0,197354.0,272,5.13,2.0,6.0,19000.0,10000.0,230.0,2200.0,240000.0
128,27965,25200.0,0.901126408,25534.88,2011.0,116898.0,272,5.13,2.0,6.0,19000.0,10000.0,230.0,2200.0,240000.0
129,17170,7300.0,0.425160163,34967.46,2012.0,438758.0,221,3.42,3.0,10.0,40000.0,13200.0,450.0,2100.0,850000.0
130,44900,47900.0,1.066815145,21221.03,2013.0,97713.0,270,5.88,2.0,6.0,17500.0,10000.0,200.0,2300.0,240000.0
131,30144,30150.0,1.000199045,14435.09,2007.0,455279.0,176,3.73,3.0,10.0,40000.0,12000.0,455.0,1800.0,850000.0
132,10000,7700.0,0.77,33353.91,2013.0,605200.0,230,3.55,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
133,19221,6850.0,0.356381042,33822.81,2013.0,616510.0,230,3.55,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
134,43650,38000.0,0.870561283,43262.5,2013.0,130986.0,240,5.22,2.0,6.0,17500.0,16000.0,240.0,2300.0,240000.0
135,25479,24000.0,0.941952196,25129.92,2013.0,761627.0,183,3.55,3.0,10.0,40000.0,12000.0,450.0,1800.0,850000.0
136,27863,2500.0,0.089724725,23149.37,2009.0,107306.0,293,5.29,2.0,6.0,17500.0,10000.0,210.0,2300.0,240000.0
137,19276,19500.0,1.011620668,19613.23,2011.0,154943.0,150,4.55,2.0,6.0,14550.0,6830.0,205.0,2400.0,200000.0
138,33586,30500.0,0.908116477,47831.6,2013.0,82896.0,272,5.57,2.0,6.0,19000.0,10000.0,215.0,2200.0,240000.0
139,18305,3000.0,0.163889648,12070.01,2007.0,342478.0,152,3.73,2.0,6.0,23000.0,12000.0,310.0,2100.0,700000.0
140,38000,32300.0,0.85,37650.56,2013.0,413899.0,190,2.64,3.0,10.0,40000.0,12000.0,410.0,1800.0,750000.0
141,40729,37800.0,0.928085639,40349.85,2013.0,159023.0,255,5.22,2.0,6.0,17500.0,10000.0,240.0,2300.0,240000.0
142,21590,11250.0,0.521074572,16900.22,2013.0,358312.0,270,5.22,2.0,6.0,17500.0,10000.0,260.0,2300.0,240000.0
143,29765,28275.0,0.949941206,16713.69,2007.0,474255.0,169,3.73,3.0,10.0,40000.0,12000.0,445.0,1800.0,700000.0
144,45650,42000.0,0.920043812,33537.12,2013.0,146005.0,270,5.22,2.0,6.0,17500.0,10000.0,240.0,2300.0,240000.0
145,37373,36500.0,0.976640891,35760.2,2013.0,510978.0,223,2.47,3.0,10.0,40000.0,13200.0,450.0,2100.0,850000.0
147,37000,35000.0,0.945945946,30683.5,2011.0,440544.0,230,3.36,3.0,10.0,40000.0,12000.0,488.0,1800.0,850000.0
148,23570,12000.0,0.509121765,23290.74,2013.0,133606.0,150,4.55,2.0,6.0,14550.0,6830.0,215.0,2500.0,200000.0
149,23396,12500.0,0.534279364,23117.19,2013.0,137087.0,150,4.55,2.0,6.0,14550.0,6830.0,215.0,2500.0,200000.0
150,17500,8500.0,0.485714286,40815.44,2013.0,573974.0,215,3.42,3.0,10.0,40000.0,13200.0,450.0,1800.0,850000.0
151,36298,34850.0,0.960107995,34793.14,2013.0,502128.0,213,3.55,3.0,10.0,40000.0,13200.0,450.0,2100.0,850000.0
152,23115,20250.0,0.87605451,17059.61,2013.0,157090.0,144,0.0,2.0,4.0,7060.0,4080.0,188.0,3800.0,200000.0
153,25480,25500.0,1.000784929,20102.66,2013.0,105401.0,150,4.55,2.0,6.0,14550.0,6830.0,210.0,2400.0,200000.0
154,24565,12500.0,0.508854061,17669.27,2013.0,121675.0,144,0.0,2.0,4.0,7060.0,4080.0,188.0,3800.0,200000.0
155,38964,35500.0,0.911097423,27835.99,2013.0,260605.0,240,5.22,2.0,6.0,17500.0,10000.0,240.0,2300.0,280000.0
156,50115,35081.0,0.700009977,26458.86,2013.0,429700.0,270,3.55,3.0,10.0,40000.0,12000.0,270.0,2000.0,280000.0
157,24263,19900.0,0.820178873,20231.28,2013.0,79731.0,150,4.55,2.0,6.0,14550.0,6830.0,215.0,2500.0,200000.0
158,25310,18500.0,0.730936389,20458.84,2013.0,58791.0,132,4.55,2.0,6.0,14550.0,6830.0,215.0,2500.0,200000.0
159,25459,18500.0,0.726658549,20477.9,2013.0,55817.0,132,4.55,2.0,6.0,14550.0,6830.0,215.0,2500.0,200000.0
160,32949,30000.0,0.910498042,32570.06,2013.0,41235.0,254,4.63,2.0,6.0,17500.0,10000.0,215.0,2200.0,240000.0
196,22500,22800.0,1.013333333,9362.72,2008.0,174632.0,270,5.57,2.0,6.0,21000.0,10000.0,210.0,2600.0,240000.0
197,28177,26000.0,0.922738404,27797.47,2011.0,166739.0,272,5.13,2.0,6.0,19000.0,10000.0,230.0,2200.0,240000.0
198,28209,26000.0,0.921691659,12347.89,2008.0,217939.0,270,5.57,2.0,6.0,21000.0,10000.0,210.0,2600.0,240000.0
199,21212,22500.0,1.060720347,20465.23,2011.0,120755.0,150,4.55,2.0,6.0,14550.0,6830.0,205.0,2400.0,200000.0
200,10999,10999.0,1.0,10461.55,2011.0,175256.0,146,3.42,2.0,6.0,23000.0,12000.0,410.0,1700.0,700000.0
201,30900,32000.0,1.035598706,11399.09,2008.0,169957.0,252,3.9,2.0,6.0,17500.0,8000.0,220.0,2600.0,240000.0
202,20027,18100.0,0.903779897,19748.26,2011.0,144467.0,150,4.55,2.0,6.0,14550.0,6830.0,205.0,2400.0,200000.0
203,5845,500.0,0.085543199,4145.68,2007.0,145000.0,0,4.1,2.0,4.0,5700.0,4300.0,82.0,4600.0,100000.0
205,32695,27500.0,0.841107203,23380.73,2011.0,143487.0,286,3.9,2.0,6.0,21000.0,12000.0,280.0,2300.0,280000.0
206,8000,3500.0,0.4375,16923.17,2008.0,239509.0,252,5.57,2.0,6.0,21000.0,10000.0,210.0,2600.0,240000.0
207,51000,36000.0,0.705882353,28964.02,2008.0,240466.0,265,3.73,3.0,10.0,40000.0,20000.0,425.0,1800.0,450000.0
208,17577,4550.0,0.258861012,8079.41,2008.0,194037.0,272,5.29,2.0,6.0,19000.0,10000.0,225.0,2300.0,240000.0
209,26392,23995.0,0.909177023,14742.17,2008.0,221440.0,252,5.57,2.0,6.0,21000.0,10000.0,210.0,2600.0,240000.0
210,22741,21300.0,0.936634273,18619.43,2011.0,90172.0,150,4.55,2.0,6.0,14550.0,6830.0,205.0,2400.0,200000.0
211,21938,21000.0,0.95724314,5845.14,2008.0,165385.0,204,5.57,2.0,6.0,21000.0,12000.0,240.0,2600.0,280000.0
212,22235,21000.0,0.944456937,22543.12,2008.0,583844.0,174,3.73,3.0,10.0,40000.0,12000.0,455.0,1800.0,850000.0
213,20999,2905.0,0.138339921,36180.03,2012.0,309819.0,175,3.36,3.0,10.0,40000.0,12000.0,430.0,1700.0,850000.0
214,21965,20000.0,0.910539495,5817.09,2008.0,164510.0,204,5.57,2.0,6.0,21000.0,12000.0,240.0,2600.0,280000.0
215,21100,20000.0,0.947867299,18633.75,2008.0,105000.0,153,4.88,2.0,6.0,21000.0,10000.0,260.0,2200.0,300000.0
216,18410,4405.0,0.239272135,27520.4,2013.0,393000.0,165,3.73,2.0,6.0,23000.0,12000.0,370.0,2100.0,700000.0
217,24627,20000.0,0.812116782,24277.71,2013.0,721392.0,198,3.58,3.0,10.0,40000.0,12000.0,500.0,1800.0,850000.0
218,22099,12000.0,0.543010996,21819.14,2013.0,156779.0,150,4.55,2.0,6.0,14550.0,6830.0,215.0,2500.0,200000.0
219,19808,13000.0,0.656300485,37758.48,2013.0,675276.0,230,3.55,3.0,10.0,40000.0,13200.0,450.0,1800.0,850000.0
220,23585,11750.0,0.498198007,16363.97,2012.0,93423.0,144,4.18,2.0,4.0,7060.0,4080.0,188.0,3800.0,200000.0
221,32334,22750.0,0.70359374,17052.38,2013.0,180789.0,176,5.57,2.0,6.0,14550.0,7270.0,215.0,2500.0,200000.0
222,65703,59790.0,0.910004109,44560.65,2013.0,203243.0,267,4.88,3.0,10.0,40000.0,16000.0,300.0,2000.0,280000.0
223,34425,31500.0,0.91503268,34772.55,2013.0,386181.0,185,2.47,3.0,10.0,40000.0,12500.0,425.0,1750.0,850000.0
224,18739,16995.0,0.906932067,18459.75,2013.0,188369.0,150,4.55,2.0,6.0,14550.0,6830.0,215.0,2500.0,200000.0
225,19000,2905.0,0.152894737,44633.66,2013.0,390581.0,175,3.36,3.0,10.0,40000.0,12000.0,430.0,1700.0,850000.0
226,22487,12000.0,0.53364166,22207.54,2013.0,152743.0,150,4.55,2.0,6.0,14550.0,6830.0,215.0,2500.0,200000.0
227,40400,38600.0,0.955445545,21940.03,2013.0,99260.0,215,4.88,2.0,6.0,19000.0,10000.0,240.0,2300.0,240000.0
228,26933,14000.0,0.519808414,4870.68,2007.0,233338.0,236,5.29,2.0,6.0,21000.0,10000.0,220.0,2600.0,280000.0
229,46400,44500.0,0.959051724,36934.87,2013.0,127700.0,270,5.29,2.0,6.0,17500.0,10000.0,240.0,2300.0,240000.0
230,41298,22350.0,0.541188435,33013.42,2013.0,90059.0,150,5.12,2.0,6.0,14550.0,6830.0,215.0,2500.0,200000.0
231,40650,41650.0,1.024600246,20509.8,2013.0,100708.0,215,4.88,2.0,6.0,19000.0,10000.0,240.0,2300.0,240000.0
232,31705,27000.0,0.851600694,35463.42,2013.0,367554.0,300,4.88,2.0,6.0,21000.0,12000.0,270.0,2000.0,280000.0
233,57900,41000.0,0.708117444,81917.98,2013.0,133889.0,262,3.55,3.0,10.0,40000.0,14000.0,410.0,1700.0,450000.0
234,38600,36750.0,0.952072539,46604.12,2013.0,371561.0,184,3.55,3.0,10.0,40000.0,12000.0,485.0,1800.0,850000.0
236,29623,30320.0,1.023529015,18171.61,2009.0,293870.0,174,3.73,3.0,10.0,40000.0,12000.0,455.0,1800.0,850000.0
237,37451,35000.0,0.934554485,33708.13,2013.0,579960.0,189,3.58,3.0,10.0,38000.0,12000.0,450.0,1800.0,850000.0
238,19719,19900.0,1.009178964,11297.84,2009.0,261342.0,272,4.11,2.0,6.0,21000.0,10000.0,240.0,2600.0,240000.0
239,8399,7980.0,0.950113109,8119.1,2012.0,132258.0,114,3.96,2.0,4.0,2700.0,2552.0,136.0,6000.0,120000.0
240,21945,21000.0,0.956937799,21424.16,2011.0,106108.0,150,4.55,2.0,6.0,14550.0,6830.0,205.0,2400.0,200000.0
241,32181,31149.0,0.967931388,31283.75,2011.0,365953.0,185,3.55,3.0,10.0,40000.0,12000.0,450.0,1800.0,750000.0
242,38808,35000.0,0.901875902,38458.52,2013.0,334585.0,165,3.58,2.0,6.0,23000.0,12000.0,450.0,1800.0,700000.0
243,38037,37905.0,0.996529695,29824.68,2013.0,376922.0,264,4.88,3.0,10.0,40000.0,12000.0,270.0,2000.0,280000.0
244,34848,31000.0,0.889577594,32600.35,2013.0,654332.0,222,3.55,3.0,10.0,40000.0,13200.0,450.0,1800.0,850000.0
245,16077,6000.0,0.373203956,29707.68,2012.0,569869.0,185,3.55,3.0,10.0,40000.0,12000.0,488.0,1800.0,850000.0
246,19995,25000.0,1.250312578,19125.27,2012.0,347107.0,175,3.36,3.0,10.0,40000.0,12000.0,430.0,1700.0,850000.0
247,17327,5405.0,0.311940902,38345.07,2012.0,519888.0,197,2.64,3.0,10.0,40000.0,12000.0,410.0,1800.0,750000.0
248,23587,22500.0,0.953915292,23307.95,2014.0,93325.0,170,3.92,2.0,4.0,5360.0,3970.0,161.0,3800.0,200000.0
249,23775,23000.0,0.967402734,23117.41,2014.0,85977.0,170,3.92,2.0,4.0,5360.0,3970.0,161.0,3800.0,200000.0
250,24798,13000.0,0.524235826,19356.02,2016.0,97538.0,176,4.1,2.0,6.0,8500.0,5000.0,255.0,4500.0,120000.0
251,37850,40890.0,1.080317041,31592.6,2011.0,96158.0,252,5.13,2.0,6.0,17500.0,10000.0,220.0,2300.0,280000.0
252,29052,20000.0,0.688420763,25564.72,2011.0,265990.0,178,3.58,2.0,6.0,40000.0,12000.0,450.0,1800.0,750000.0
270,38286,30361.0,0.793005276,25290.21,2012.0,200476.0,286,3.9,2.0,6.0,21000.0,12000.0,280.0,2300.0,280000.0
271,6001,6000.0,0.999833361,3372.71,2007.0,210323.0,150,5.12,2.0,6.0,11020.0,6830.0,190.0,2600.0,200000.0
272,22511,25155.0,1.117453689,4974.75,2007.0,139369.0,150,5.12,2.0,6.0,11020.0,6830.0,190.0,2600.0,200000.0
273,18545,1500.0,0.080884335,3999.06,2007.0,10138.0,150,5.12,2.0,6.0,11020.0,6830.0,190.0,2600.0,200000.0
274,27087,26277.58,0.970117769,26737.65,2011.0,320647.0,174,3.58,2.0,6.0,23000.0,12000.0,410.0,1800.0,700000.0
275,15246,17246.0,1.131181949,14967.59,2011.0,192853.0,150,4.55,2.0,6.0,14550.0,6830.0,205.0,2400.0,200000.0
276,17834,3000.0,0.168218011,25766.58,2012.0,91635.0,176,5.12,2.0,6.0,14550.0,6830.0,205.0,2400.0,200000.0
277,20999,19995.0,0.952188199,20291.94,2012.0,280178.0,175,3.36,3.0,10.0,40000.0,12000.0,430.0,1700.0,850000.0
278,20999,2905.0,0.138339921,33022.98,2012.0,216351.0,175,3.36,3.0,10.0,40000.0,12000.0,430.0,1700.0,850000.0
279,18580,6000.0,0.322927879,36205.77,2012.0,609400.0,185,3.55,3.0,10.0,40000.0,12000.0,450.0,1800.0,750000.0
280,20999,20999.0,1.0,20292.49,2012.0,355850.0,175,3.36,3.0,10.0,40000.0,12000.0,430.0,1700.0,850000.0
281,20999,20495.0,0.975998857,20649.39,2012.0,256339.0,175,3.36,3.0,10.0,40000.0,12000.0,430.0,1700.0,850000.0
282,39900,39000.0,0.977443609,25964.27,2011.0,115924.0,272,5.29,2.0,6.0,21000.0,10000.0,240.0,2300.0,240000.0
283,20999,19250.0,0.91671032,20292.39,2012.0,303670.0,175,3.36,3.0,10.0,40000.0,12000.0,430.0,1700.0,850000.0
284,17392,9250.0,0.531853726,17013.49,2011.0,224377.0,132,5.12,2.0,6.0,14550.0,6830.0,205.0,2400.0,200000.0
285,23806,21995.0,0.923926741,23527.05,2011.0,322427.0,272,5.29,3.0,10.0,40000.0,12000.0,300.0,2200.0,280000.0
286,40200,35000.0,0.870646766,27003.12,2011.0,114858.0,244,5.29,2.0,6.0,21000.0,10000.0,240.0,2300.0,240000.0
287,26081,26000.0,0.996894291,10333.4,2007.0,195473.0,270,5.57,2.0,6.0,21000.0,10000.0,210.0,2200.0,240000.0
288,20313,18500.0,0.910746812,17762.22,2011.0,138736.0,150,4.55,2.0,6.0,14550.0,6830.0,205.0,2400.0,200000.0
289,23252,23500.0,1.010665749,7845.83,2007.0,790382.0,226,3.58,3.0,10.0,40000.0,12000.0,455.0,1800.0,850000.0
